# YAME's registry: one row per file the suite can fetch.
#
# key          source@tag:remote_path. source is <org>/<repo> on GitHub, or
#              hf:<org>/<repo> on HuggingFace; tag is the immutable upstream
#              tag; remote_path is the path within that tag. Unique.
# store_path   where the file lands under the store root, and its place in
#              the browser tree. Unique. Decoupled from remote_path.
# sha256, size filled by --refresh from the tag's manifest and the host API,
#              then verified on every later run; never overwritten.
# rows, kind   only on the files that define a row space (an ordering, a
#              cpg_nocontig.cr): the probe or CpG count, and genome|array.
# recommend    yes when the browser's default selection includes it.
# title, description, source, citation
#              prose; {name} references dictionary.tsv.
#
# Every row in a store directory carries the same source@tag (checked at
# generation). Rows within a directory keep upstream's manifest order, so a
# directory that is a 1:1 copy of an upstream one gets a byte-identical
# manifest. The table is the authority for what is offered: a file upstream
# with no row here is not offered.
#
# key	store_path	sha256	size	rows	kind	recommend	title	description	source	citation
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/Tetranuc2.20220321.cm	HM27/KYCG/Tetranuc2.20220321.cm	8abfdf24af0250214d4ee82a9eec2d88087bf61868ca6dceba57d5f8a2b7af8c	8911				Tetranucleotide context	{Tetranuc2}	{src_derived_from_the_reference_g}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/CGI.20220904.cm.idx	HM27/KYCG/CGI.20220904.cm.idx	e2be8ef071092bc8c7d067ec1b1780c1a32d9e44737563f0960b7f7ab8aca9ec	59			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/HM.20221013.cm.idx	HM27/KYCG/HM.20221013.cm.idx	88e484b5f785a36a8a8209aff0802bbbedcb8222f0d353ec13d708809431c37d	1565			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/MetagenePC.20220911.cm.idx	HM27/KYCG/MetagenePC.20220911.cm.idx	36ba9e7aa87453af12550f4fd553bc01223b6e06dcdbb9d49ece91ace6df7b44	724			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/rmsk1.20220307.cm.idx	HM27/KYCG/rmsk1.20220307.cm.idx	7981bd0482797c1bad131153ff1890b3556ef1c6b94cce68d2324ebb43cd0d07	229			yes	Repeats, class	{rmsk1}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/rmsk2.20220321.cm.idx	HM27/KYCG/rmsk2.20220321.cm.idx	11bc84e3688286502d06396eb2489354c93be9076dd4ba89408e26bb943b1bc3	682				Repeats, family	{rmsk2}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:HM450/HM450.ordering.tsv.gz	HM450/HM450.ordering.tsv.gz	e5106a34e970f61b36fc70661239c4a1176c816f13af6a5dde61db9b2af9ae44	4583238	486427	array	yes	Probe ordering	{ordering}	{src_infiniumannotation}	
zhou-lab/InfiniumAnnotation@v8.1:HM450/HM450.hg38.coord.tsv.gz	HM450/HM450.hg38.coord.tsv.gz	bedd968a41a2f287e18d94c86f34d46fd640086bd3c43639bd0a878ea64f3a40	3064215			yes	Probe coordinates	{coord}	{src_infiniumannotation_2}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM450/HM450.hg38.snp.tsv.gz	HM450/HM450.hg38.snp.tsv.gz	3ad6d0226b9dc928f65ed028a6bca59d91a53a6803e66e4645a8f97cd42f5a7e	1697522				SNP overlap	{snp}	{src_infiniumannotation_3}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM450/HM450.typeI_ext.tsv.gz	HM450/HM450.typeI_ext.tsv.gz	dd223d6672d5fd0388048d9d9862be6947bac3b5e3effb088f16da90582d1c4b	72943				Type I extension	{typeI_ext}	{src_infiniumannotation_4}	
zhou-lab/InfiniumAnnotation@v8.1:HM450/HM450.hg38.mask.cm	HM450/HM450.hg38.mask.cm	adebc62a6e6c1a783a5cd00bf61b441ee2b72c017d7be978fbf2ee6334d04360	213674			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM450/HM450.hg38.mask.cm.idx	HM450/HM450.hg38.mask.cm.idx	27dff6eb30329c3fc974226a8da3e2b8d5d66f4205abde8eebb78fb07e28b959	727			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/ABCompartment.20220911.cm	HM450/KYCG/ABCompartment.20220911.cm	bc987449f66822386910060aeeeab4ea55f9d59c19cd914e3f955549146ea6c0	222018			yes	A/B compartments	{ABCompartment}	{src_gm12878_subcompartments}	{cit_rao}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/Blacklist.20220304.cm	HM450/KYCG/Blacklist.20220304.cm	d94fdffae9a0f97663439581baf3a942ef25066c6ef0a93a8d59b674f98d5888	730			yes	Blacklisted regions	{Blacklist}	{src_encode_blacklist_v2_hg38_enc}	{cit_amemiya}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/CGI.20220904.cm	HM450/KYCG/CGI.20220904.cm	61acf5ef9d4c77819d1e4ec363b0d62e1608697b8b2062422cec74633e6c9c7a	195724			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/ChromHMM.20220303.cm	HM450/KYCG/ChromHMM.20220303.cm	86168106af9881c786780424fb2790578626d1dbb83401617aa09f3fa68806d1	289807			yes	Chromatin states	{ChromHMM}	{src_encode_chromatin_state_segme}	{cit_ernst_kellis_2012}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/Chromosome.20221129.cm	HM450/KYCG/Chromosome.20221129.cm	0e95b6c6fdf99ec1e60d6545819746dfc8453fe258652e8a6e83d9b204a1d8c6	375096				Chromosome	{Chromosome}	{src_reference_genome_index}	
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/CTCFbind.20220911.cm	HM450/KYCG/CTCFbind.20220911.cm	26193240856d11fc4d1139674f3532cb5ee5643dcdcbdf1077768991f8f0a14c	22325				CTCF binding sites	{CTCFbind}	{src_ctcf_sites_from_wang}	{cit_wang}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/HM.20221013.cm	HM450/KYCG/HM.20221013.cm	43f939a3f33c7a8d29777f1d6b2ff3b7f5673819c72ccd7cf51b71a233c9bc06	1630916			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/ImprintingDMR.20220818.cm	HM450/KYCG/ImprintingDMR.20220818.cm	20dbef3ba8b4504d7c2e3c512983f928a9f6cdac98e1abb6eb641f1d844bf77c	2322			yes	Imprinted DMRs	{ImprintingDMR}	{src_court}	{cit_court}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/InfiniumChemistry.cm	HM450/KYCG/InfiniumChemistry.cm	2a4e1074a5614cfdaa110309fb9ba7f29ca91d34f203840b0a155d1e121d9f42	138065				Infinium chemistry	{InfiniumChemistry}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/MetagenePC.20220911.cm	HM450/KYCG/MetagenePC.20220911.cm	983b5a7b7ad01d19b78ec98f7cf2fa6a39778516c7713b45be6ad32693226f46	1086937			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/nFlankCG.20220321.cm	HM450/KYCG/nFlankCG.20220321.cm	a6b4f9781cc492ae9828b7a529f162cd5dd09b350f4f8c372c7d5500600f5d56	423959			yes	Flanking CpG density	{nFlankCG}	{src_derived_from_the_cpg_referen}	
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/PMD.20220911.cm	HM450/KYCG/PMD.20220911.cm	3d1db833178e3cdb819f6484b7589d0d8de949dbd6cc4db172d1019f681c85bc	108540			yes	Partially methylated domains	{PMD}	{src_zhou_lab_pmd_coordinates}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/ProbeType.cm	HM450/KYCG/ProbeType.cm	14d63c7c39c41eb25e353c843404c20cac80d4c0756b1cf0df23f9ca948696bf	108			yes	Probe type	{ProbeType}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/REMCChromHMM.20220911.cm	HM450/KYCG/REMCChromHMM.20220911.cm	96d20824e20f127ddeba6e0709e6ac60adf2713c0b73ecbbf0fa276ca6ecec45	279823				Chromatin states, Roadmap	{REMCChromHMM}	{src_nih_roadmap_epigenomics}	{cit_roadmap_epigenomics_consorti}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/rmsk1.20220307.cm	HM450/KYCG/rmsk1.20220307.cm	2c08e45672733e9a77c7da660a1e13484b8aaf37b99a5cd6bb346dfccb9d71c9	94893			yes	Repeats, class	{rmsk1}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/rmsk2.20220321.cm	HM450/KYCG/rmsk2.20220321.cm	7f899fbb7eabc3ccd7c16ea5ed0eeb4eb2bafbec3eb1e1b4c98428271c42f6aa	130105				Repeats, family	{rmsk2}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/Tetranuc2.20220321.cm	HM450/KYCG/Tetranuc2.20220321.cm	86137cf2c32900e07b5a43eca47eabfb3a4796266f2ddc425eb8eefb4370d9b2	154671				Tetranucleotide context	{Tetranuc2}	{src_derived_from_the_reference_g}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/TFBSrm.20221005.cm	HM450/KYCG/TFBSrm.20221005.cm	d207dab0fe897ca64895da7acd9d1b833704607fe39957473173a0c3376c6782	24361394				Transcription factor binding sites, ReMap	{TFBSrm}	{src_remap_2022}	{cit_hammal}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/ABCompartment.20220911.cm.idx	HM450/KYCG/ABCompartment.20220911.cm.idx	12a6797ee54d07dd58a608812f712e55457922d192c2697999524508efd81e39	77			yes	A/B compartments	{ABCompartment}	{src_gm12878_subcompartments}	{cit_rao}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/CGI.20220904.cm.idx	HM450/KYCG/CGI.20220904.cm.idx	2f7b42d917aacd2d671dd3bd30c0993fbeb92ad84ba1fd736de566870dae72a7	62			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/HM.20221013.cm.idx	HM450/KYCG/HM.20221013.cm.idx	5230d49e67b8e4fdd5ed36915703df62af857543d765d9a5a27c4fffc861cc49	1672			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/MetagenePC.20220911.cm.idx	HM450/KYCG/MetagenePC.20220911.cm.idx	7b238ce7df7e7d06d96b025a1a73a34d68741ba29fd6ee4d6d03fa088040688b	755			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/nFlankCG.20220321.cm.idx	HM450/KYCG/nFlankCG.20220321.cm.idx	b4a85351532d892422dc210a54f83cc7d870ef8af1c92e4730bc9a643643651d	484			yes	Flanking CpG density	{nFlankCG}	{src_derived_from_the_cpg_referen}	
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/PMD.20220911.cm.idx	HM450/KYCG/PMD.20220911.cm.idx	a0807f56d7e8cdadd170522ab3feb603d89981a9bfbdaa03c9b9fc085cc84db6	33			yes	Partially methylated domains	{PMD}	{src_zhou_lab_pmd_coordinates}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/rmsk1.20220307.cm.idx	HM450/KYCG/rmsk1.20220307.cm.idx	8ed5e5f57f705d8eab86ee1a236b809b19aa042d8fb41f4142fd6d91180df763	341			yes	Repeats, class	{rmsk1}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/rmsk2.20220321.cm.idx	HM450/KYCG/rmsk2.20220321.cm.idx	53c39a208aa4975f6f193755f70611daaf71dd4ba9c55fd939e7923689eb6378	1021				Repeats, family	{rmsk2}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:HM450/KYCG/TFBSrm.20221005.cm.idx	HM450/KYCG/TFBSrm.20221005.cm.idx	09e2b0a57a0f18948058354229f7e7b7c1128da919b64d691bc743d8acda3993	23244				Transcription factor binding sites, ReMap	{TFBSrm}	{src_remap_2022}	{cit_hammal}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/Mammal40.ordering.tsv.gz	Mammal40/Mammal40.ordering.tsv.gz	45a6133ddc4aa2201d40d4b56257f860e22187c17d8511d9ac2ab417e2d60a77	345271	38607	array	yes	Probe ordering	{ordering}	{src_infiniumannotation}	
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/Mammal40.hg38.coord.tsv.gz	Mammal40/Mammal40.hg38.coord.tsv.gz	f423afb64542256a4693f67ef9b5c36342354ec34e92aec001b493ffd9a1d8a7	234668			yes	Probe coordinates	{coord}	{src_infiniumannotation_2}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/Mammal40.hg38.snp.tsv.gz	Mammal40/Mammal40.hg38.snp.tsv.gz	f10aee3b81bd237c17cf4155963097cf9d28e898e006126f1215929ee6a94518	37107				SNP overlap	{snp}	{src_infiniumannotation_3}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/Mammal40.typeI_ext.tsv.gz	Mammal40/Mammal40.typeI_ext.tsv.gz	36965921d5f7a2789d4d3aa8d9ecb08efc7313adfb47235a7076e6b7247c3c52	2576				Type I extension	{typeI_ext}	{src_infiniumannotation_4}	
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/Mammal40.hg38.mask.cm	Mammal40/Mammal40.hg38.mask.cm	ed5422e9a264496500aae6b6defbc96dd18789ceb79dd603ec50b157fba48e17	11659			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/Mammal40.hg38.mask.cm.idx	Mammal40/Mammal40.hg38.mask.cm.idx	186d9999594856de040339e45021b4be41caadcfe0924465b1d230ac00d3250a	629			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/ABCompartment.20220911.cm	Mammal40/KYCG/ABCompartment.20220911.cm	c9c09cd480456bf871d99a44dbfaa9ea0629c2dbcb13013c817fd6daff2e448b	18320			yes	A/B compartments	{ABCompartment}	{src_gm12878_subcompartments}	{cit_rao}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/CGI.20220904.cm	Mammal40/KYCG/CGI.20220904.cm	1cc641f0ab67aaa5b2af229638104de593b77e08e9de3a1abbd81fbbf571670a	13039			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/ChromHMM.20220303.cm	Mammal40/KYCG/ChromHMM.20220303.cm	9e7bd9d801a256b42429d1a1724b1deda6edbcabe881d083e6f9f08d16e65a35	20962			yes	Chromatin states	{ChromHMM}	{src_encode_chromatin_state_segme}	{cit_ernst_kellis_2012}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/CTCFbind.20220911.cm	Mammal40/KYCG/CTCFbind.20220911.cm	b89bd34b01b1e2c004aa11e6fdf0391ad3143fb81cfd6d24d395bedd91ed9e35	1147				CTCF binding sites	{CTCFbind}	{src_ctcf_sites_from_wang}	{cit_wang}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/HM.20221013.cm	Mammal40/KYCG/HM.20221013.cm	8cb5f6caff50236af2221ad3c63c005f76dba6e2218fb2746b9c16316c9a094f	82050			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/ImprintingDMR.20220818.cm	Mammal40/KYCG/ImprintingDMR.20220818.cm	1dbab7ca0675c7602a1b829a671b92d6ef6e89abf7725187621857841281c9b9	214			yes	Imprinted DMRs	{ImprintingDMR}	{src_court}	{cit_court}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/InfiniumChemistry.cm	Mammal40/KYCG/InfiniumChemistry.cm	be8881082af3f61cbb1cfdf0cbcb2019bb147993ba04bf566e1b3f5ca3a74817	4239				Infinium chemistry	{InfiniumChemistry}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/MetagenePC.20220911.cm	Mammal40/KYCG/MetagenePC.20220911.cm	358148ca3fc8a598a0bf53790ee51a7ec966a75684b259648a22fbad7424866e	83185			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/nFlankCG.20220321.cm	Mammal40/KYCG/nFlankCG.20220321.cm	824bf96e203de0cf9ec3c0c4dcb1edac75f208e68ccc0fdbb1de3fa671c460d4	26154			yes	Flanking CpG density	{nFlankCG}	{src_derived_from_the_cpg_referen}	
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/PMD.20220911.cm	Mammal40/KYCG/PMD.20220911.cm	1ff8960b167a138219d329d01592c0a7f4850d5a83bb3c0f9d3f75054b00eb74	12909			yes	Partially methylated domains	{PMD}	{src_zhou_lab_pmd_coordinates}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/ProbeType.cm	Mammal40/KYCG/ProbeType.cm	d4bffc89bd0e30c3189d4995ef847e51928a5676f01dbabee5f0a04a1c65cf0a	94			yes	Probe type	{ProbeType}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/REMCChromHMM.20220911.cm	Mammal40/KYCG/REMCChromHMM.20220911.cm	13b31d3e51fa026c0698805c8656421078d6da446ca19089135ded2bd2bcf2b0	21534				Chromatin states, Roadmap	{REMCChromHMM}	{src_nih_roadmap_epigenomics}	{cit_roadmap_epigenomics_consorti}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/rmsk1.20220307.cm	Mammal40/KYCG/rmsk1.20220307.cm	ffad3bd277420c39496c359031812cc2b006bf88eef2c7c2a1b69c1bc49ec6fd	2248			yes	Repeats, class	{rmsk1}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/rmsk2.20220321.cm	Mammal40/KYCG/rmsk2.20220321.cm	1cbc10f6575d4c5db5ac14f2d38500b4943a92402a2953ea06a9a44dd3aa5e3d	2561				Repeats, family	{rmsk2}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/Tetranuc2.20220321.cm	Mammal40/KYCG/Tetranuc2.20220321.cm	19d7076356377ed745cac3589a8c44a6cfda8079549a359f854824ca10d7f1e4	12645				Tetranucleotide context	{Tetranuc2}	{src_derived_from_the_reference_g}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/CGI.20220904.cm.idx	Mammal40/KYCG/CGI.20220904.cm.idx	a6dd837ca309339b916830c9840d23ca1e5b63b5a5c91b7c93ff2e4be4bdb677	59			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/HM.20221013.cm.idx	Mammal40/KYCG/HM.20221013.cm.idx	3443bc4c99e144752a8b607f0faf95013b6e672f3396729f03d48f478c76025e	1562			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:Mammal40/KYCG/MetagenePC.20220911.cm.idx	Mammal40/KYCG/MetagenePC.20220911.cm.idx	c3a35ebb44bf0fd551cdbdbd252b9f44bffcdd94e7274ee93a78ba1aa62c3abb	723			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.ordering.tsv.gz	MM285/MM285.ordering.tsv.gz	6d199c9f5363ed00536f77165847f76bfe3ff7aac4fef1b409a4754f54dc1a6d	2794476	287692	array	yes	Probe ordering	{ordering}	{src_infiniumannotation}	
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.mm10.coord.tsv.gz	MM285/MM285.mm10.coord.tsv.gz	5e47aa327e69cdb7b360c975b7b9ddb38fa5c31059c30aabbb882370f298b4fa	1284558			yes	Probe coordinates	{coord}	{src_infiniumannotation_2}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.mm39.coord.tsv.gz	MM285/MM285.mm39.coord.tsv.gz	6dc8783cd04ba9eb4cfa8bf637aa2851c3cb464951a6e0ba2d4f27bdd600cafb	1283738			yes	Probe coordinates	{coord}	{src_infiniumannotation_2}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.mm10.snp.tsv.gz	MM285/MM285.mm10.snp.tsv.gz	caabb14f8d1a6e8158f1782a59aa3e60d6a62165cb202bc98853e96b9cd351b3	766038				SNP overlap	{snp}	{src_infiniumannotation_3}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.typeI_ext.tsv.gz	MM285/MM285.typeI_ext.tsv.gz	4a5c2c0376632ced3a652a78f61d4d34fb288ba6418047a4b49a4efc9526882e	32538				Type I extension	{typeI_ext}	{src_infiniumannotation_4}	
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.mm10.mask.cm	MM285/MM285.mm10.mask.cm	aafc155b36c4da8834bca30064cbdf75f126e11c5cb0b5c022c56119a87219cc	169234			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.mm39.mask.cm	MM285/MM285.mm39.mask.cm	6f8aed63c75ff0408997b437ff9c3aaf4c6a94223320ce11ce8e1f23aa1c1326	10839			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.mm10.mask.cm.idx	MM285/MM285.mm10.mask.cm.idx	8d5f95f871c81ae4824cb76a295c1369d9ed1a576d99fb3568cccf94a26031d2	3027			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:MM285/MM285.mm39.mask.cm.idx	MM285/MM285.mm39.mask.cm.idx	1951a3cb4bc03fde4a7e4b42f09885c97b6d7f8b91eb05f24f239c8bbea3a3b5	52			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/Blacklist.20220304.cm	MM285/KYCG/Blacklist.20220304.cm	6acdc05addf7a398c6e542508e3aa921e3d773b1ab648899f68ce217b46a3999	157			yes	Blacklisted regions	{Blacklist}	{src_encode_blacklist_v2_hg38_enc}	{cit_amemiya}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/CGI.20220904.cm	MM285/KYCG/CGI.20220904.cm	aa84355ea80709492f36926de2ccff201bc4dfb083a4275bc69b70517ee1f803	62263			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/ChromHMM.20220318.cm	MM285/KYCG/ChromHMM.20220318.cm	405d6a9f9cebb612f3093c99b17619a089e07c16c020964079c3658184795003	105535			yes	Chromatin states	{ChromHMM}	{src_encode_chromatin_state_segme}	{cit_ernst_kellis_2012}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/Chromosome.20221129.cm	MM285/KYCG/Chromosome.20221129.cm	b514638f7bfe8312a624dff191fd90079e4f54219635cc78e565f00ba80bb784	3796				Chromosome	{Chromosome}	{src_reference_genome_index}	
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/EnsRegBuild.20220710.cm	MM285/KYCG/EnsRegBuild.20220710.cm	2885a82f4996677863cf8c3f8b5b5555c9729837fa538b82f2c0ea9dded4eae2	80521				Ensembl Regulatory Build	{EnsRegBuild}	{src_ensembl_regulatory_build_gff}	{cit_zerbino}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/HM.20221013.cm	MM285/KYCG/HM.20221013.cm	e73fe353a964ed3a47241d87c92905530b440c2590e24759dd7432b1bb71f7ee	682801			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/InfiniumChemistry.cm	MM285/KYCG/InfiniumChemistry.cm	05afd2b1631078fdd9007f22d23d8630c6e847a647266db73f3d91fe79e8a5dc	70003				Infinium chemistry	{InfiniumChemistry}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/MetagenePC.20220911.cm	MM285/KYCG/MetagenePC.20220911.cm	465befca6c4f7f6157594921555127d0c252b8e67d5b1c77be074b290020f34e	405122			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/PMD.20220911.cm	MM285/KYCG/PMD.20220911.cm	f27098395cbd0b73d95805b117fe9e919ab54b0b7a7e3910b590ec057deb89dd	11255			yes	Partially methylated domains	{PMD}	{src_zhou_lab_pmd_coordinates}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/ProbeCGnum.cm	MM285/KYCG/ProbeCGnum.cm	af2fc3091380ba81251080487228c03312c9f549d0ef43e92937bd4dc4ea61c1	108976				CpGs per probe	{ProbeCGnum}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/ProbeType.cm	MM285/KYCG/ProbeType.cm	d36b5a465b32f72be1c3f94c91e070453a942da72fc79be7992df4eaa4c0c371	92			yes	Probe type	{ProbeType}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/TFBSrm.20221005.cm	MM285/KYCG/TFBSrm.20221005.cm	e172ee96f167e924526d49855f1cbb7c65816f5ef709a48e068f6190925ddd88	5679253				Transcription factor binding sites, ReMap	{TFBSrm}	{src_remap_2022}	{cit_hammal}
zhou-lab/InfiniumAnnotation@v8.1:MM285/KYCG/Tetranuc2.20220321.cm	MM285/KYCG/Tetranuc2.20220321.cm	63d33237a5e1645a78da60c11f23d8f0b03e1b26686d11733ef67c66fac4d2e1	92597				Tetranucleotide context	{Tetranuc2}	{src_derived_from_the_reference_g}	{cit_zhou_2}
